frame_index,stage,is_keyframe,fileName,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
0,0,0,frame0000.jpg,0.4972640573978424,0.48304709792137146,0.4871017038822174,0.49312087893486023,0.480257511138916,0.4939585328102112,0.4741770923137665,0.4947938621044159,0.5061075687408447,0.4932849109172821,0.5117332935333252,0.4941074252128601,0.5167124271392822,0.49508148431777954,0.46282410621643066,0.5025252103805542,0.5229528546333313,0.5026267766952515,0.4843975603580475,0.4802902936935425,0.5054585337638855,0.4801829159259796,0.3974432647228241,0.4776115119457245,0.5704941153526306,0.47125139832496643,0.40959903597831726,0.39938342571258545,0.5478618144989014,0.3937930762767792,0.4707995057106018,0.3395947813987732,0.5054512619972229,0.326843798160553,0.47752249240875244,0.3203147053718567,0.5003997683525085,0.30652230978012085,0.48496872186660767,0.3211931586265564,0.4901037812232971,0.3077841103076935,0.484505832195282,0.32851874828338623,0.4895506203174591,0.31397491693496704,0.42925968766212463,0.36083367466926575,0.5190197229385376,0.3620057702064514,0.4102901220321655,0.26967430114746094,0.5491043925285339,0.2769748568534851,0.39994198083877563,0.18544507026672363,0.585125744342804,0.1851453185081482,0.4122101664543152,0.1740264743566513,0.578780472278595,0.17515963315963745,0.3712559640407562,0.142413929104805,0.5982440114021301,0.14353017508983612
1,0,0,frame0001.jpg,0.4969363212585449,0.4820547103881836,0.48710376024246216,0.49176257848739624,0.48024797439575195,0.49293839931488037,0.4741506576538086,0.49393758177757263,0.5059669017791748,0.49169090390205383,0.5116620659828186,0.49273377656936646,0.5167021155357361,0.49380815029144287,0.462822288274765,0.5022439956665039,0.5227486491203308,0.5022090077400208,0.4843961298465729,0.4796631932258606,0.5051027536392212,0.479428768157959,0.3974359631538391,0.47759580612182617,0.570493757724762,0.4712739586830139,0.40962329506874084,0.39974379539489746,0.54641193151474,0.39387404918670654,0.47037187218666077,0.3397521674633026,0.5051239132881165,0.3270571827888489,0.4764518737792969,0.3203381896018982,0.500426709651947,0.30657467246055603,0.48423367738723755,0.3212098479270935,0.4901883006095886,0.30778613686561584,0.4837079644203186,0.3285728693008423,0.4895648956298828,0.31409120559692383,0.4292975068092346,0.362471342086792,0.5190830826759338,0.36327141523361206,0.4104788899421692,0.2710351049900055,0.5491241812705994,0.2789718508720398,0.399294912815094,0.1857834756374359,0.5850980281829834,0.18514665961265564,0.41132640838623047,0.17402887344360352,0.578782320022583,0.17489556968212128,0.37126806378364563,0.14242003858089447,0.5984153747558594,0.14363405108451843
2,0,0,frame0002.jpg,0.4967153072357178,0.4813317060470581,0.48713502287864685,0.49077802896499634,0.480263352394104,0.4921844005584717,0.4741401672363281,0.4932997226715088,0.5058621764183044,0.49055206775665283,0.511627197265625,0.49174603819847107,0.516701340675354,0.49290138483047485,0.4628216028213501,0.5020328760147095,0.5225840210914612,0.5018925070762634,0.4844591021537781,0.4792408347129822,0.504885733127594,0.4789120554924011,0.39742928743362427,0.47759610414505005,0.5704311728477478,0.4712927043437958,0.4095344543457031,0.4004668593406677,0.5452860593795776,0.3939222991466522,0.4692349433898926,0.3409375548362732,0.5047727227210999,0.3271591067314148,0.4745715856552124,0.32154935598373413,0.5004529356956482,0.306587278842926,0.48279494047164917,0.32268595695495605,0.49023279547691345,0.30774417519569397,0.4822406768798828,0.32987910509109497,0.4895452857017517,0.3141467571258545,0.42931514978408813,0.3637630343437195,0.5191447138786316,0.36413586139678955,0.4106195569038391,0.27202728390693665,0.5492146015167236,0.27986928820610046,0.39865216612815857,0.18603971600532532,0.5851234197616577,0.18513736128807068,0.41068074107170105,0.17402541637420654,0.5789313912391663,0.1746678203344345,0.3712749183177948,0.14242088794708252,0.5986224412918091,0.14368636906147003
3,0,0,frame0003.jpg,0.4966827630996704,0.4809664189815521,0.48744648694992065,0.49025583267211914,0.48050618171691895,0.4917556047439575,0.47424352169036865,0.49293285608291626,0.5059267282485962,0.4900026321411133,0.5117999911308289,0.49125754833221436,0.5168416500091553,0.4924507141113281,0.46283483505249023,0.5019180178642273,0.5224840641021729,0.5016894936561584,0.4847582280635834,0.47903358936309814,0.5048586130142212,0.4786427915096283,0.3972838819026947,0.4776037335395813,0.5701903104782104,0.47131621837615967,0.4093959927558899,0.40094703435897827,0.5444225668907166,0.3939495384693146,0.46819713711738586,0.3419027030467987,0.5045039653778076,0.327265202999115,0.47314512729644775,0.3227887749671936,0.5004802942276001,0.3065975606441498,0.4816815257072449,0.3241778612136841,0.4902592897415161,0.30772659182548523,0.4810684323310852,0.3311537504196167,0.48951613903045654,0.31423938274383545,0.42932355403900146,0.364624559879303,0.5192257761955261,0.364761620759964,0.4107503592967987,0.2727714776992798,0.5492991805076599,0.2802785336971283,0.398152232170105,0.18614235520362854,0.5851603150367737,0.18505430221557617,0.41011565923690796,0.1738109439611435,0.5792003273963928,0.17410828173160553,0.37127357721328735,0.14241740107536316,0.5988526940345764,0.14376476407051086
4,0,0,frame0004.jpg,0.4966782331466675,0.48079103231430054,0.48774048686027527,0.49003535509109497,0.4806758463382721,0.4915638267993927,0.47429221868515015,0.4927726089954376,0.5060016512870789,0.4898029565811157,0.5119222402572632,0.4910776615142822,0.516957700252533,0.4922877550125122,0.4628343880176544,0.5017775893211365,0.5223846435546875,0.5015539526939392,0.48496386408805847,0.47881007194519043,0.5048468112945557,0.4784351885318756,0.3970133662223816,0.47740185260772705,0.5697846412658691,0.4713248610496521,0.40930938720703125,0.4011097848415375,0.5435937643051147,0.3939574956893921,0.46759480237960815,0.3423069715499878,0.5043337941169739,0.3273264169692993,0.4723488688468933,0.3232986330986023,0.5004922151565552,0.30659615993499756,0.48107394576072693,0.32474958896636963,0.4902719557285309,0.30770963430404663,0.4804295301437378,0.3316709101200104,0.48949480056762695,0.31429755687713623,0.4293023943901062,0.36512303352355957,0.5192440748214722,0.3651374578475952,0.4108709692955017,0.27330464124679565,0.5494469404220581,0.28037917613983154,0.39786455035209656,0.18623971939086914,0.5852017402648926,0.18489985167980194,0.4096857011318207,0.17355364561080933,0.5793615579605103,0.17339342832565308,0.3711594045162201,0.14248380064964294,0.5992850065231323,0.14388322830200195
5,0,0,frame0005.jpg,0.4966699481010437,0.4806760549545288,0.48791855573654175,0.489932656288147,0.4807792901992798,0.49147579073905945,0.47431206703186035,0.4927070140838623,0.5060307383537292,0.4897148907184601,0.5119763612747192,0.4910009503364563,0.5170218348503113,0.492226243019104,0.46281978487968445,0.5016759037971497,0.5223186016082764,0.5014293193817139,0.48509344458580017,0.4785567820072174,0.5048172473907471,0.4782153367996216,0.39689862728118896,0.47732096910476685,0.5695765018463135,0.471311092376709,0.40927430987358093,0.4011601209640503,0.5424988269805908,0.3939807415008545,0.4672996401786804,0.3424312472343445,0.5040140748023987,0.32745182514190674,0.4720306992530823,0.3234449028968811,0.5004256963729858,0.30661657452583313,0.48082560300827026,0.32489830255508423,0.4902636408805847,0.3077104091644287,0.48009932041168213,0.3318193554878235,0.4894288182258606,0.314397931098938,0.4292687177658081,0.36540478467941284,0.5192720890045166,0.36529237031936646,0.41095903515815735,0.27365395426750183,0.5495066046714783,0.28036269545555115,0.39762797951698303,0.18627777695655823,0.585218608379364,0.18478764593601227,0.4092143774032593,0.1733080893754959,0.5796705484390259,0.17308147251605988,0.3710028827190399,0.14251405000686646,0.5992468595504761,0.1439795196056366
6,0,0,frame0006.jpg,0.4965912699699402,0.4806225597858429,0.48799312114715576,0.48986566066741943,0.4808274507522583,0.49141639471054077,0.47431862354278564,0.49266666173934937,0.5059681534767151,0.48965516686439514,0.5119571089744568,0.4909527897834778,0.5170391798019409,0.4921930134296417,0.46281206607818604,0.5016070008277893,0.5222594141960144,0.5013226270675659,0.485156387090683,0.47838646173477173,0.504697322845459,0.478085994720459,0.3968939185142517,0.4773595929145813,0.5694743990898132,0.47129595279693604,0.4092167615890503,0.40122711658477783,0.5415626764297485,0.39414459466934204,0.46696996688842773,0.3424815535545349,0.5037906169891357,0.32768750190734863,0.47178423404693604,0.3234909772872925,0.5003648996353149,0.3067372441291809,0.48065024614334106,0.3249136209487915,0.4902610182762146,0.3077607750892639,0.47988104820251465,0.33185890316963196,0.4894016981124878,0.31460535526275635,0.4292466640472412,0.3654900789260864,0.5193349123001099,0.36532676219940186,0.4109935760498047,0.2737641930580139,0.5495374202728271,0.2803176939487457,0.39739248156547546,0.1862705647945404,0.585202157497406,0.1847340166568756,0.40870481729507446,0.1730595827102661,0.579857587814331,0.17296338081359863,0.37089383602142334,0.14247606694698334,0.5990346670150757,0.14403057098388672
7,0,0,frame0007.jpg,0.4964246153831482,0.48061949014663696,0.4880020320415497,0.4898582100868225,0.4808399975299835,0.4914013147354126,0.47430622577667236,0.4926545321941376,0.5058033466339111,0.489651083946228,0.5118567943572998,0.49094057083129883,0.5170185565948486,0.4921875298023224,0.46281135082244873,0.5015843510627747,0.5222153067588806,0.5012972354888916,0.4851871728897095,0.4783254861831665,0.5045127272605896,0.4780588746070862,0.39704591035842896,0.47738128900527954,0.5695284605026245,0.4713049530982971,0.40919363498687744,0.40118536353111267,0.5412551164627075,0.39424413442611694,0.4668322801589966,0.34226080775260925,0.5037217140197754,0.32778656482696533,0.4717108905315399,0.3229427635669708,0.500412106513977,0.30678504705429077,0.4805968403816223,0.32427188754081726,0.4904681444168091,0.3077543377876282,0.47981297969818115,0.33149218559265137,0.4895904064178467,0.3146883547306061,0.4292551875114441,0.36549729108810425,0.5195843577384949,0.3653176426887512,0.41100603342056274,0.27377498149871826,0.5496135950088501,0.2802789509296417,0.39728307723999023,0.18626710772514343,0.5851801633834839,0.18471544981002808,0.4084845185279846,0.1729237139225006,0.579935610294342,0.17293545603752136,0.37077659368515015,0.14241336286067963,0.5989490151405334,0.14406433701515198
8,0,0,frame0008.jpg,0.4963570237159729,0.4806360602378845,0.48800915479660034,0.4898707866668701,0.4808542728424072,0.49140465259552,0.4743030071258545,0.4926561713218689,0.5057370662689209,0.48967283964157104,0.5118433237075806,0.49098488688468933,0.5170400738716125,0.4922303557395935,0.4628358781337738,0.5015740990638733,0.5221969485282898,0.501313328742981,0.48535922169685364,0.4783056974411011,0.5044484734535217,0.47807836532592773,0.39731013774871826,0.47733062505722046,0.5697683095932007,0.47131896018981934,0.4091872274875641,0.40104052424430847,0.5413999557495117,0.3942720293998718,0.4666394591331482,0.34210604429244995,0.5037946701049805,0.3275637924671173,0.47163593769073486,0.32246363162994385,0.5006114840507507,0.30644840002059937,0.4804396629333496,0.3237799406051636,0.4908933639526367,0.3074449896812439,0.4796708822250366,0.3312225937843323,0.4900210499763489,0.31453630328178406,0.42939311265945435,0.36547228693962097,0.5201225280761719,0.36532917618751526,0.4110092520713806,0.27347904443740845,0.5499396324157715,0.28023362159729004,0.39720726013183594,0.18623726069927216,0.5851716995239258,0.18470755219459534,0.4083477854728699,0.17272362112998962,0.5799675583839417,0.17293018102645874,0.37068504095077515,0.1423414796590805,0.598991870880127,0.14408430457115173
9,0,0,frame0009.jpg,0.4963308572769165,0.4807074964046478,0.488012433052063,0.4898943305015564,0.48086100816726685,0.49141621589660645,0.47430121898651123,0.4926609396934509,0.5057128667831421,0.48978322744369507,0.5118663311004639,0.4911249279975891,0.5170854926109314,0.4923481047153473,0.46288394927978516,0.5015705227851868,0.5221909284591675,0.5013729333877563,0.4855741262435913,0.47831863164901733,0.5044580101966858,0.47822117805480957,0.39754965901374817,0.47730231285095215,0.5701906681060791,0.4713797867298126,0.40949851274490356,0.40097761154174805,0.5419171452522278,0.39429330825805664,0.46664008498191833,0.34192532300949097,0.5040948987007141,0.3274170160293579,0.4716339111328125,0.32204923033714294,0.5011612772941589,0.3062775731086731,0.4803707003593445,0.3232131004333496,0.4915604591369629,0.3072556257247925,0.47961509227752686,0.3308268189430237,0.49061131477355957,0.31445473432540894,0.4298394024372101,0.3653332591056824,0.5208836793899536,0.36530470848083496,0.4110267162322998,0.2729811370372772,0.5503308773040771,0.27989763021469116,0.39713767170906067,0.18609344959259033,0.5851792693138123,0.18471281230449677,0.40811651945114136,0.17242088913917542,0.5800179243087769,0.17306110262870789,0.3706477880477905,0.1422441452741623,0.5990149974822998,0.14409324526786804
